Pre,Actual
0.4969,0.59367
0.4967,0.59322
0.5174,0.59277
0.5047,0.59233
0.5232,0.59188
0.5291,0.59144
0.5278,0.59099
0.5234,0.59054
0.5028,0.5901
0.4805,0.58965
0.5153,0.58921
0.5454,0.58876
0.5367,0.58831
0.5426,0.58787
0.4999,0.58742
0.5116,0.58698
0.5194,0.58653
0.5383,0.58608
0.524,0.58564
0.5169,0.58519
0.4849,0.58475
0.5298,0.5843
0.5223,0.58385
0.5191,0.58341
0.5088,0.58296
0.5217,0.58252
0.5345,0.58207
0.5188,0.58162
0.5128,0.58118
0.5129,0.58073
0.5313,0.58029
0.5346,0.57984
0.5379,0.57939
0.5365,0.57895
0.5317,0.5785
0.528,0.57806
0.521,0.57761
0.5391,0.57716
0.5314,0.57672
0.507,0.57627
0.5088,0.57583
0.5105,0.57538
0.5442,0.57493
0.4935,0.57449
0.5269,0.57404
0.5172,0.5736
0.5169,0.57315
0.5386,0.5727
0.5318,0.57226
0.5251,0.57181
0.5188,0.57136
0.4901,0.57092
0.5183,0.57047
0.4998,0.57003
0.4952,0.56958
0.5276,0.56913
0.4751,0.56869
0.5275,0.56824
0.5257,0.5678
0.5263,0.56735
0.5377,0.5669
0.4959,0.56646
0.4677,0.56601
0.4525,0.56557
0.4524,0.56512
0.492,0.56467
0.5033,0.56423
0.5242,0.56378
0.4628,0.56334
0.5089,0.56289
0.4851,0.56244
0.5356,0.562
0.5403,0.56155
0.5351,0.56111
0.4979,0.56066
0.4945,0.56021
0.5035,0.55977
0.5354,0.55932
0.4935,0.55888
0.5002,0.55843
0.5044,0.55798
0.5339,0.55754
0.5146,0.55709
0.5294,0.55665
0.5326,0.5562
0.5212,0.55575
0.5209,0.55531
0.4762,0.55486
0.4873,0.55442
0.4879,0.55397
0.4584,0.55352
0.4515,0.55308
0.4645,0.55263
0.4472,0.55219
0.4587,0.55174
0.4635,0.55129
0.5048,0.55085
0.4901,0.5504
0.4477,0.54996
0.4534,0.54951
0.4909,0.54906
0.4692,0.54862
0.4642,0.54817
0.4686,0.54773
0.4762,0.54728
0.4547,0.54683
0.4789,0.54639
0.4722,0.54594
0.4699,0.5455
0.473,0.54505
0.4783,0.5446
0.4784,0.54416
0.5084,0.54371
0.4538,0.54326
0.475,0.54282
0.5044,0.54237
0.461,0.54193
0.504,0.54148
0.4994,0.54103
0.489,0.54059
0.4771,0.54014
0.4569,0.5397
0.4641,0.53925
0.4623,0.5388
0.4796,0.53836
0.4887,0.53791
0.4805,0.53747
0.4978,0.53702
0.4692,0.53657
0.4796,0.53613
0.4653,0.53568
0.4713,0.53524
0.4587,0.53479
0.4624,0.53434
0.4364,0.5339
0.4348,0.53345
0.461,0.53301
0.4525,0.53256
0.4501,0.53211
0.4744,0.53167
0.4635,0.53122
0.4485,0.53078
0.4796,0.53033
0.4793,0.52988
0.4934,0.52944
0.4643,0.52899
0.4554,0.52855
0.4608,0.5281
0.4555,0.52765
0.4658,0.52721
0.4975,0.52676
0.4953,0.52632
0.4995,0.52587
0.4631,0.52542
0.457,0.52498
0.4652,0.52453
0.418,0.52409
0.4815,0.52364
0.4732,0.52319
0.4693,0.52275
0.4691,0.5223
0.4737,0.52186
0.4576,0.52141
0.4427,0.52096
0.4345,0.52052
0.4496,0.52007
0.4267,0.51963
0.4199,0.51918
0.4455,0.51873
0.4219,0.51829
0.4645,0.51784
0.4561,0.5174
0.4288,0.51695
0.4173,0.5165
0.4376,0.51606
0.4458,0.51561
0.4544,0.51517
0.4395,0.51472
0.4365,0.51427
0.4292,0.51383
0.4311,0.51338
0.4277,0.51293
0.4433,0.51249
0.4634,0.51204
0.427,0.5116
0.4254,0.51115
0.4429,0.5107
0.409,0.51026
0.4436,0.50981
0.4494,0.50937
0.4621,0.50892
0.4303,0.50847
0.4302,0.50803
0.4552,0.50758
0.4294,0.50714
0.4048,0.50669
0.4042,0.50624
0.4085,0.5058
0.4328,0.50535
0.4041,0.50491
0.4217,0.50446
0.4418,0.50401
0.426,0.50357
0.4554,0.50312
0.4393,0.50268
0.4171,0.50223
0.4243,0.50178
0.4316,0.50134
0.4922,0.50089
0.4497,0.50045
0.4579,0.5
0.4811,0.49955
0.4568,0.49911
0.4675,0.49866
0.4767,0.49822
0.4821,0.49777
0.4751,0.49732
0.4608,0.49688
0.4427,0.49643
0.4449,0.49599
0.4519,0.49554
0.4542,0.49509
0.4385,0.49465
0.4493,0.4942
0.456,0.49376
0.4371,0.49331
0.4625,0.49286
0.4662,0.49242
0.4576,0.49197
0.4389,0.49153
0.4465,0.49108
0.4771,0.49063
0.4717,0.49019
0.4666,0.48974
0.4474,0.4893
0.4092,0.48885
0.4249,0.4884
0.4258,0.48796
0.427,0.48751
0.4156,0.48707
0.4469,0.48662
0.4221,0.48617
0.4222,0.48573
0.4689,0.48528
0.45,0.48483
0.4713,0.48439
0.4573,0.48394
0.4642,0.4835
0.4888,0.48305
0.4742,0.4826
0.4366,0.48216
0.4221,0.48171
0.4793,0.48127
0.4203,0.48082
0.4372,0.48037
0.4489,0.47993
0.4452,0.47948
0.4852,0.47904
0.4975,0.47859
0.4697,0.47814
0.4264,0.4777
0.421,0.47725
0.3991,0.47681
0.4297,0.47636
0.4324,0.47591
0.4083,0.47547
0.4582,0.47502
0.4213,0.47458
0.4686,0.47413
0.4466,0.47368
0.437,0.47324
0.4488,0.47279
0.4302,0.47235
0.4206,0.4719
0.4095,0.47145
0.3949,0.47101
0.4473,0.47056
0.4033,0.47012
0.4039,0.46967
0.3973,0.46922
0.3975,0.46878
0.4206,0.46833
0.4457,0.46789
0.435,0.46744
0.4476,0.46699
0.4054,0.46655
0.4018,0.4661
0.3881,0.46566
0.4063,0.46521
0.446,0.46476
0.4048,0.46432
0.4247,0.46387
0.4065,0.46343
0.4103,0.46298
0.3969,0.46253
0.4209,0.46209
0.4219,0.46164
0.4193,0.4612
0.4057,0.46075
0.4064,0.4603
0.4044,0.45986
0.3927,0.45941
0.4291,0.45897
0.4466,0.45852
0.4333,0.45807
0.4307,0.45763
0.4171,0.45718
0.4194,0.45674
0.3827,0.45629
0.4291,0.45584
0.4184,0.4554
0.4334,0.45495
0.4053,0.4545
0.4245,0.45406
0.4137,0.45361
0.411,0.45317
0.4283,0.45272
0.3879,0.45227
0.4031,0.45183
0.3927,0.45138
0.3931,0.45094
0.413,0.45049
0.4018,0.45004
0.4077,0.4496
0.3786,0.44915
0.4132,0.44871
0.4139,0.44826
0.4276,0.44781
0.415,0.44737
0.3993,0.44692
0.386,0.44648
0.4025,0.44603
0.4092,0.44558
0.4157,0.44514
0.4167,0.44469
0.3937,0.44425
0.3924,0.4438
0.4132,0.44335
0.4103,0.44291
0.4195,0.44246
0.4111,0.44202
0.4216,0.44157
0.4277,0.44112
0.4012,0.44068
0.3928,0.44023
0.4036,0.43979
0.4187,0.43934
0.4239,0.43889
0.4219,0.43845
0.4167,0.438
0.4491,0.43756
0.4661,0.43711
0.4031,0.43666
0.4273,0.43622
0.4235,0.43577
0.4303,0.43533
0.4538,0.43488
0.4203,0.43443
0.4171,0.43399
0.4001,0.43354
0.4003,0.4331
0.4014,0.43265
0.4016,0.4322
0.4042,0.43176
0.3965,0.43131
0.4187,0.43087
0.4227,0.43042
0.4128,0.42997
0.3861,0.42953
0.4299,0.42908
0.4378,0.42864
0.4033,0.42819
0.3979,0.42774
0.3938,0.4273
0.4409,0.42685
0.4138,0.4264
0.4327,0.42596
0.4076,0.42551
0.3792,0.42507
0.4176,0.42462
0.3875,0.42417
0.4006,0.42373
0.4126,0.42328
0.3948,0.42284
0.3877,0.42239
0.4209,0.42194
0.4261,0.4215
0.412,0.42105
0.3671,0.42061
0.4029,0.42016
0.4108,0.41971
0.4119,0.41927
0.3905,0.41882
0.3964,0.41838
0.4012,0.41793
0.4275,0.41748
0.4168,0.41704
0.3829,0.41659
0.406,0.41615
0.393,0.4157
0.3661,0.41525
0.3907,0.41481
0.3767,0.41436
0.3825,0.41392
0.3996,0.41347
0.3962,0.41302
0.3696,0.41258
0.3655,0.41213
0.379,0.41169
0.3787,0.41124
0.4001,0.41079
0.3738,0.41035
0.4064,0.4099
0.385,0.40946
0.3924,0.40901
0.4108,0.40856
0.3976,0.40812
0.3956,0.40767
0.3907,0.40723
0.3675,0.40678
0.3994,0.40633
0.3626,0.40589
0.3746,0.40544
0.37,0.405
0.3823,0.40455
0.3751,0.4041
0.3974,0.40366
0.3766,0.40321
0.3806,0.40277
0.3427,0.40232
0.3757,0.40187
0.3634,0.40143
0.3577,0.40098
0.3641,0.40054
0.3659,0.40009
0.3764,0.39964
0.3757,0.3992
0.3752,0.39875
0.3858,0.39831
0.3831,0.39786
0.4043,0.39741
0.3918,0.39697
0.3681,0.39652
0.3928,0.39607
0.3873,0.39563
0.3858,0.39518
0.3726,0.39474
0.3754,0.39429
0.3859,0.39384
0.396,0.3934
0.3881,0.39295
0.3909,0.39251
0.3976,0.39206
0.3652,0.39161
0.3825,0.39117
0.3726,0.39072
0.3696,0.39028
0.3818,0.38983
0.3801,0.38938
0.3802,0.38894
0.3639,0.38849
0.3647,0.38805
0.332,0.3876
0.3714,0.38715
0.375,0.38671
0.3717,0.38626
0.3392,0.38582
0.364,0.38537
0.3863,0.38492
0.366,0.38448
0.3329,0.38403
0.3806,0.38359
0.3883,0.38314
0.3534,0.38269
0.3636,0.38225
0.3481,0.3818
0.3453,0.38136
0.3644,0.38091
0.3759,0.38046
0.3732,0.38002
0.3938,0.37957
0.367,0.37913
0.3659,0.37868
0.3648,0.37823
0.347,0.37779
0.3721,0.37734
0.3394,0.3769
0.3542,0.37645
0.3721,0.376
0.3287,0.37556
0.3538,0.37511
0.3341,0.37467
0.3588,0.37422
0.374,0.37377
0.3524,0.37333
0.3683,0.37288
0.3703,0.37244
0.3649,0.37199
0.3475,0.37154
0.3561,0.3711
0.3508,0.37065
0.3542,0.37021
0.3383,0.36976
0.3552,0.36931
0.3631,0.36887
0.3641,0.36842
0.3654,0.36798
0.341,0.36753
0.3635,0.36708
0.3521,0.36664
0.3464,0.36619
0.3661,0.36574
0.3484,0.3653
0.3365,0.36485
0.3406,0.36441
0.3529,0.36396
0.3564,0.36351
0.3362,0.36307
0.3448,0.36262
0.3715,0.36218
0.3716,0.36173
0.3561,0.36128
0.3396,0.36084
0.367,0.36039
0.336,0.35995
0.3534,0.3595
0.3508,0.35905
0.359,0.35861
0.3601,0.35816
0.3592,0.35772
0.3551,0.35727
0.3606,0.35682
0.3495,0.35638
0.3688,0.35593
0.3466,0.35549
0.3653,0.35504
0.3686,0.35459
0.361,0.35415
0.3652,0.3537
0.3577,0.35326
0.334,0.35281
0.3348,0.35236
0.3355,0.35192
0.3654,0.35147
0.3579,0.35103
0.3462,0.35058
0.3524,0.35013
0.3203,0.34969
0.327,0.34924
0.3303,0.3488
0.3354,0.34835
0.3379,0.3479
0.3383,0.34746
0.3561,0.34701
0.2947,0.34657
0.3193,0.34612
0.3216,0.34567
0.3179,0.34523
0.3424,0.34478
0.3263,0.34434
0.351,0.34389
0.3269,0.34344
0.3235,0.343
0.3097,0.34255
0.3426,0.34211
0.2955,0.34166
0.3234,0.34121
0.3079,0.34077
0.3496,0.34032
0.338,0.33988
0.3475,0.33943
0.3432,0.33898
0.3213,0.33854
0.3282,0.33809
0.3108,0.33764
0.322,0.3372
0.3065,0.33675
0.2965,0.33631
0.3088,0.33586
0.3303,0.33541
0.3065,0.33497
0.3141,0.33452
0.3237,0.33408
0.317,0.33363
0.289,0.33318
0.3221,0.33274
0.3287,0.33229
0.3048,0.33185
0.3218,0.3314
0.2977,0.33095
0.3022,0.33051
0.3045,0.33006
0.3206,0.32962
0.3069,0.32917
0.3354,0.32872
0.3265,0.32828
0.3174,0.32783
0.307,0.32739
0.3247,0.32694
0.3007,0.32649
0.3281,0.32605
0.3101,0.3256
0.3087,0.32516
0.3359,0.32471
0.3209,0.32426
0.3254,0.32382
0.3278,0.32337
0.3305,0.32293
0.3204,0.32248
0.3364,0.32203
0.2973,0.32159
0.3259,0.32114
0.3267,0.3207
0.3055,0.32025
0.32,0.3198
0.3325,0.31936
0.3275,0.31891
0.3132,0.31847
0.3219,0.31802
0.3324,0.31757
0.3085,0.31713
0.3169,0.31668
0.2882,0.31624
0.305,0.31579
0.3138,0.31534
0.3231,0.3149
0.3245,0.31445
0.3372,0.31401
0.3059,0.31356
0.3344,0.31311
0.3438,0.31267
0.3237,0.31222
0.331,0.31178
0.3157,0.31133
0.3267,0.31088
0.3038,0.31044
0.3132,0.30999
0.3212,0.30955
0.3348,0.3091
0.2829,0.30865
0.2897,0.30821
0.3135,0.30776
0.3124,0.30731
0.3084,0.30687
0.3212,0.30642
0.3209,0.30598
0.2635,0.30553
0.2922,0.30508
0.3157,0.30464
0.2912,0.30419
0.2815,0.30375
0.2766,0.3033
0.2993,0.30285
0.2927,0.30241
0.3049,0.30196
0.2917,0.30152
0.2997,0.30107
0.2718,0.30062
0.2874,0.30018
0.2627,0.29973
0.262,0.29929
0.2769,0.29884
0.2662,0.29839
0.2571,0.29795
0.2726,0.2975
0.2808,0.29706
0.2906,0.29661
0.2646,0.29616
0.2977,0.29572
0.2688,0.29527
0.2744,0.29483
0.2634,0.29438
0.2908,0.29393
0.3057,0.29349
0.2944,0.29304
0.2676,0.2926
0.2842,0.29215
0.3052,0.2917
0.2831,0.29126
0.2839,0.29081
0.2683,0.29037
0.2775,0.28992
0.278,0.28947
0.2621,0.28903
0.2739,0.28858
0.2714,0.28814
0.2712,0.28769
0.2656,0.28724
0.2812,0.2868
0.282,0.28635
0.2542,0.28591
0.2686,0.28546
0.2745,0.28501
0.2696,0.28457
0.2668,0.28412
0.2872,0.28368
0.2637,0.28323
0.2963,0.28278
0.2874,0.28234
0.2799,0.28189
0.2687,0.28145
0.2509,0.281
0.2466,0.28055
0.2587,0.28011
0.2682,0.27966
0.2886,0.27921
0.2618,0.27877
0.2702,0.27832
0.2508,0.27788
0.2602,0.27743
0.2701,0.27698
0.2619,0.27654
0.2587,0.27609
0.2501,0.27565
0.252,0.2752
0.2698,0.27475
0.2573,0.27431
0.2864,0.27386
0.2753,0.27342
0.2709,0.27297
0.2512,0.27252
0.2454,0.27208
0.2585,0.27163
0.2504,0.27119
0.2667,0.27074
0.2448,0.27029
0.2777,0.26985
0.2356,0.2694
0.2922,0.26896
0.2549,0.26851
0.2481,0.26806
0.2422,0.26762
0.2628,0.26717
0.2389,0.26673
0.2477,0.26628
0.2308,0.26583
0.2213,0.26539
0.241,0.26494
0.2304,0.2645
0.2395,0.26405
0.2642,0.2636
0.2853,0.26316
0.2571,0.26271
0.2567,0.26227
0.2801,0.26182
0.2588,0.26137
0.2582,0.26093
0.2627,0.26048
0.2491,0.26004
0.2602,0.25959
0.2621,0.25914
0.2195,0.2587
0.2551,0.25825
0.2254,0.25781
0.2342,0.25736
0.2212,0.25691
0.2576,0.25647
0.2301,0.25602
0.2519,0.25558
0.2669,0.25513
0.2468,0.25468
0.2591,0.25424
0.2602,0.25379
0.2442,0.25335
0.2714,0.2529
0.2601,0.25245
0.2371,0.25201
0.2445,0.25156
0.262,0.25112
0.249,0.25067
0.2504,0.25022
0.2487,0.24978
0.2455,0.24933
0.2753,0.24888
0.2613,0.24844
0.2418,0.24799
0.2713,0.24755
0.2486,0.2471
0.2579,0.24665
0.2404,0.24621
0.239,0.24576
0.2606,0.24532
0.2695,0.24487
0.2735,0.24442
0.2633,0.24398
0.2818,0.24353
0.2434,0.24309
0.2653,0.24264
0.263,0.24219
0.2199,0.24175
0.2247,0.2413
0.2258,0.24086
0.2209,0.24041
0.2114,0.23996
0.2274,0.23952
0.2242,0.23907
0.2387,0.23863
0.2518,0.23818
0.2622,0.23773
0.2581,0.23729
0.2165,0.23684
0.2581,0.2364
0.2271,0.23595
0.2196,0.2355
0.2712,0.23506
0.2701,0.23461
0.2381,0.23417
0.2459,0.23372
0.2459,0.23327
0.2519,0.23283
0.2477,0.23238
0.2517,0.23194
0.2629,0.23149
0.2494,0.23104
0.2655,0.2306
0.2449,0.23015
0.2587,0.22971
0.2483,0.22926
0.2583,0.22881
0.2588,0.22837
0.2206,0.22792
0.2581,0.22748
0.2461,0.22703
0.2445,0.22658
0.2435,0.22614
0.2353,0.22569
0.2189,0.22525
0.2402,0.2248
0.23,0.22435
0.2216,0.22391
0.2396,0.22346
0.2289,0.22302
0.2223,0.22257
0.2405,0.22212
0.2392,0.22168
0.2535,0.22123
0.2316,0.22078
0.2507,0.22034
0.23,0.21989
0.2359,0.21945
0.2388,0.219
0.235,0.21855
0.2169,0.21811
0.2249,0.21766
0.2301,0.21722
0.2471,0.21677
0.2182,0.21632
0.2255,0.21588
0.225,0.21543
0.2319,0.21499
0.232,0.21454
0.2451,0.21409
0.2223,0.21365
0.2074,0.2132
0.2409,0.21276
0.2327,0.21231
0.2172,0.21186
0.2225,0.21142
0.2441,0.21097
0.2492,0.21053
0.2067,0.21008
0.2145,0.20963
0.2215,0.20919
0.2114,0.20874
0.2243,0.2083
0.2035,0.20785
0.219,0.2074
0.2285,0.20696
0.2132,0.20651
0.2096,0.20607
0.2158,0.20562
0.2015,0.20517
0.2259,0.20473
0.2077,0.20428
0.2175,0.20384
0.2285,0.20339
0.2162,0.20294
0.2331,0.2025
0.2271,0.20205
0.2157,0.20161
0.2133,0.20116
0.2239,0.20071
0.207,0.20027
0.2039,0.19982
0.2256,0.19938
0.2174,0.19893
0.2305,0.19848
0.2145,0.19804
0.2045,0.19759
0.219,0.19715
0.2054,0.1967
0.1811,0.19625
0.217,0.19581
0.1951,0.19536
0.1923,0.19492
0.2065,0.19447
0.2018,0.19402
0.2004,0.19358
0.1884,0.19313
0.1919,0.19269
0.1872,0.19224
0.2186,0.19179
0.1962,0.19135
0.2006,0.1909
0.2027,0.19045
0.208,0.19001
0.2143,0.18956
0.2291,0.18912
0.2084,0.18867
0.1996,0.18822
0.2098,0.18778
0.1905,0.18733
0.2107,0.18689
0.187,0.18644
0.1836,0.18599
0.1682,0.18555
0.1889,0.1851
0.1728,0.18466
0.1555,0.18421
0.1663,0.18376
0.167,0.18332
0.1683,0.18287
0.1644,0.18243
0.1879,0.18198
0.1793,0.18153
0.1868,0.18109
0.1835,0.18064
0.1909,0.1802
0.1666,0.17975
0.1753,0.1793
0.1633,0.17886
0.1766,0.17841
0.198,0.17797
0.1891,0.17752
0.207,0.17707
0.2065,0.17663
0.2169,0.17618
0.2323,0.17574
0.1745,0.17529
0.1836,0.17484
0.1888,0.1744
0.1974,0.17395
0.1876,0.17351
0.1667,0.17306
0.1774,0.17261
0.1991,0.17217
0.2043,0.17172
0.1873,0.17128
0.1887,0.17083
0.1891,0.17038
0.2067,0.16994
0.2109,0.16949
0.1992,0.16905
0.1742,0.1686
0.2017,0.16815
0.1637,0.16771
0.1984,0.16726
0.1799,0.16682
0.2013,0.16637
0.1932,0.16592
0.1966,0.16548
0.1829,0.16503
0.2008,0.16459
0.1604,0.16414
0.1733,0.16369
0.1568,0.16325
0.1736,0.1628
0.1671,0.16236
0.1774,0.16191
0.1577,0.16146
0.1784,0.16102
0.1604,0.16057
0.1623,0.16012
0.1574,0.15968
0.1495,0.15923
0.1655,0.15879
0.1688,0.15834
0.1679,0.15789
0.1714,0.15745
0.1599,0.157
0.1665,0.15656
0.1708,0.15611
0.1621,0.15566
0.1718,0.15522
0.1935,0.15477
0.1635,0.15433
0.1882,0.15388
0.1663,0.15343
0.1762,0.15299
0.1529,0.15254
0.0493,0.1521
0.0589,0.15165
0.0976,0.1512
0.108,0.15076
0.1359,0.15031
0.1243,0.14987
0.1652,0.14942
0.1179,0.14897
0.1128,0.14853
0.1799,0.14808
0.1112,0.14764
0.1304,0.14719
0.1302,0.14674
0.0929,0.1463
0.1275,0.14585
0.1569,0.14541
0.1679,0.14496
0.089,0.14451
0.1656,0.14407
0.1201,0.14362
0.1707,0.14318
0.1504,0.14273
0.1394,0.14228
0.1087,0.14184
0.1265,0.14139
0.1428,0.14095
0.1281,0.1405
0.1313,0.14005
0.1419,0.13961
0.1278,0.13916
0.1729,0.13872
0.1397,0.13827
0.1169,0.13782
0.1758,0.13738
0.1276,0.13693
0.1728,0.13649
0.16,0.13604
0.1747,0.13559
0.186,0.13515
0.1403,0.1347
0.1078,0.13426
0.1743,0.13381
0.175,0.13336
0.1257,0.13292
0.2063,0.13247
0.1108,0.13202
0.1436,0.13158
0.1183,0.13113
0.1112,0.13069
0.1223,0.13024
0.1545,0.12979
0.1666,0.12935
0.1299,0.1289
0.1601,0.12846
0.0909,0.12801
0.1573,0.12756
0.1026,0.12712
0.1186,0.12667
0.1065,0.12623
0.1812,0.12578
0.0631,0.12533
0.0858,0.12489
0.0828,0.12444
0.0811,0.124
0.0673,0.12355
0.0667,0.1231
0.066,0.12266
0.065,0.12221
0.0644,0.12177
0.0638,0.12132
0.0645,0.12087
0.0631,0.12043
0.0644,0.11998
0.0666,0.11954
0.0651,0.11909
0.0645,0.11864
0.0624,0.1182
0.0629,0.11775
0.062,0.11731
0.0658,0.11686
0.0617,0.11641
0.0644,0.11597
0.0652,0.11552
0.0617,0.11508
0.0654,0.11463
0.0636,0.11418
0.0643,0.11374
0.0592,0.11329
0.0643,0.11285
0.0652,0.1124
0.0674,0.11195
0.0668,0.11151
0.0663,0.11106
0.0637,0.11062
0.0673,0.11017
0.0654,0.10972
0.0687,0.10928
0.0665,0.10883
0.0726,0.10839
0.0664,0.10794
0.0669,0.10749
0.0808,0.10705
0.0742,0.1066
0.0736,0.10616
0.0631,0.10571
0.0711,0.10526
0.0659,0.10482
0.0737,0.10437
0.0697,0.10393
0.077,0.10348
0.0824,0.10303
0.0872,0.10259
0.0688,0.10214
0.0763,0.10169
0.0803,0.10125
0.1182,0.1008
0.0648,0.10036
0.0637,0.09991
0.063,0.09946
0.0803,0.09902
0.0663,0.09857
0.0735,0.09813
0.0691,0.09768
0.0644,0.09723
0.0851,0.09679
0.0789,0.09634
0.0729,0.0959
0.0763,0.09545
0.0967,0.095
0.0724,0.09456
0.085,0.09411
0.0678,0.09367
0.0965,0.09322
0.0729,0.09277
0.0808,0.09233
0.1165,0.09188
0.0553,0.09144
0.0631,0.09099
0.0696,0.09054
0.0638,0.0901
0.0663,0.08965
0.075,0.08921
0.0996,0.08876
0.0579,0.08831
0.0696,0.08787
0.1811,0.08742
0.0588,0.08698
0.0523,0.08653
0.0481,0.08608
0.0521,0.08564
0.0577,0.08519
0.0624,0.08475
0.0531,0.0843
0.0636,0.08385
0.0744,0.08341
0.054,0.08296
0.0533,0.08252
0.068,0.08207
0.0635,0.08162
0.0675,0.08118
0.0594,0.08073
0.0666,0.08029
0.0544,0.07984
0.0679,0.07939
0.0704,0.07895
0.062,0.0785
0.0684,0.07806
0.057,0.07761
0.052,0.07716
0.0526,0.07672
0.0651,0.07627
0.0619,0.07583
0.0597,0.07538
0.0828,0.07493
0.0614,0.07449
0.0726,0.07404
0.065,0.0736
0.0581,0.07315
0.0624,0.0727
0.0503,0.07226
0.0483,0.07181
0.0564,0.07136
0.0451,0.07092
0.051,0.07047
0.0522,0.07003
0.0686,0.06958
0.0611,0.06913
0.0598,0.06869
0.0603,0.06824
0.0474,0.0678
0.0516,0.06735
0.0461,0.0669
0.0441,0.06646
0.0491,0.06601
0.0494,0.06557
0.0487,0.06512
0.0553,0.06467
0.0474,0.06423
0.071,0.06378
0.0593,0.06334
0.0964,0.06289
0.048,0.06244
0.0457,0.062
0.0466,0.06155
0.05,0.06111
0.0562,0.06066
0.0685,0.06021
0.051,0.05977
0.0767,0.05932
0.0661,0.05888
0.1181,0.05843
0.0875,0.05798
0.0428,0.05754
0.0586,0.05709
0.0616,0.05665
0.0618,0.0562
0.0464,0.05575
0.0525,0.05531
0.0415,0.05486
0.0405,0.05442
0.0372,0.05397
0.051,0.05352
0.045,0.05308
0.0388,0.05263
0.0407,0.05219
0.0445,0.05174
0.0458,0.05129
0.052,0.05085
0.0418,0.0504
0.0431,0.04996
0.0405,0.04951
0.0435,0.04906
0.0438,0.04862
0.044,0.04817
0.0483,0.04773
0.0407,0.04728
0.0633,0.04683
0.0367,0.04639
0.0683,0.04594
0.0558,0.0455
0.0339,0.04505
0.0409,0.0446
0.0459,0.04416
0.0435,0.04371
0.0604,0.04326
0.0329,0.04282
0.0363,0.04237
0.0461,0.04193
0.0613,0.04148
0.0484,0.04103
0.0431,0.04059
0.0497,0.04014
0.0611,0.0397
0.0458,0.03925
0.0725,0.0388
0.041,0.03836
0.0608,0.03791
0.0496,0.03747
0.0803,0.03702
0.0798,0.03657
0.0364,0.03613
0.0643,0.03568
0.0385,0.03524
0.0402,0.03479
0.0544,0.03434
0.063,0.0339
0.043,0.03345
0.06,0.03301
0.0444,0.03256
0.06,0.03211
0.0334,0.03167
0.0314,0.03122
0.0305,0.03078
0.0345,0.03033
0.0437,0.02988
0.0376,0.02944
0.0334,0.02899
0.0461,0.02855
0.0358,0.0281
0.0562,0.02765
0.0411,0.02721
0.0329,0.02676
0.0384,0.02632
0.0376,0.02587
0.0349,0.02542
0.0405,0.02498
0.0389,0.02453
0.034,0.02409
0.0368,0.02364
0.0331,0.02319
0.0335,0.02275
0.0292,0.0223
0.0259,0.02186
0.0249,0.02141
0.0137,0.02096
0.0224,0.02052
0.0234,0.02007
0.0198,0.01963
0.0182,0.01918
0.02,0.01873
-0.0071,0.01829
0.0136,0.01784
0.0138,0.0174
0.0154,0.01695
-0.0049,0.0165
-0.0129,0.01606
0.0202,0.01561
-0.0125,0.01517
-0.0125,0.01472
-0.0136,0.01427
-0.0123,0.01383
-0.0102,0.01338
-0.0155,0.01293
-0.0045,0.01249
-0.0057,0.01204
-0.0136,0.0116
-0.0118,0.01115
-0.0077,0.0107
-0.0039,0.01026
-0.0101,0.00981
-0.0158,0.00937
-0.0097,0.00892
-0.0158,0.00847
-0.0121,0.00803
-0.0108,0.00758
-0.0138,0.00714
-0.0093,0.00669
-0.0112,0.00624
-0.0101,0.0058
-0.0098,0.00535
-0.0099,0.00491
-0.0074,0.00446
-0.0093,0.00401
-0.0092,0.00357
-0.0097,0.00312
-0.0107,0.00268
-0.0096,0.00223
-0.009,0.00178
-0.0048,0.00134
-0.0097,0.00089
-0.0087,0.00045
-0.0047,0.0
0.9319,1.0
0.9291,1.0
0.9471,1.0
0.9505,1.0
0.9338,1.0
0.9407,1.0
0.9306,1.0
0.9506,1.0
0.9087,1.0
0.9116,1.0
0.9227,1.0
0.8867,1.0
0.9244,1.0
0.9364,1.0
0.9413,1.0
0.9145,1.0
0.9179,1.0
0.8966,1.0
0.896,1.0
0.8872,1.0
0.8989,1.0
0.9139,1.0
0.906,1.0
0.9157,1.0
0.8972,1.0
0.9145,1.0
0.9138,1.0
0.9167,1.0
0.9187,1.0
0.9121,1.0
0.91,1.0
0.9049,1.0
0.9113,1.0
0.9089,1.0
0.9115,1.0
0.9095,1.0
0.9128,1.0
0.9304,1.0
0.9075,1.0
0.9317,1.0
0.9079,1.0
0.9143,1.0
0.9053,1.0
0.9128,1.0
0.9118,1.0
0.912,1.0
0.9055,1.0
0.9127,1.0
0.9094,1.0
0.9163,1.0
0.9076,1.0
0.906,1.0
0.9139,1.0
0.9159,1.0
0.9125,1.0
0.9113,1.0
0.9216,1.0
0.9174,1.0
0.9131,1.0
0.9167,1.0
0.9249,1.0
0.9393,1.0
0.9321,1.0
0.9152,1.0
0.9286,1.0
0.9295,1.0
0.9303,1.0
0.924,1.0
0.9334,1.0
0.863,1.0
0.9171,1.0
0.9245,1.0
0.919,1.0
0.9379,1.0
0.9287,1.0
0.9322,1.0
0.9286,1.0
0.9352,1.0
0.9217,1.0
0.9282,1.0
0.9171,1.0
0.9262,1.0
0.9245,1.0
0.9325,1.0
0.9271,1.0
